"ID_Auftrag"	"Kunde"	"Datum"	"Nr"	"Betrag"	"Neu"	"Notiz"
5099	982	05.10.10	19279	21.9		
5100	1902	05.10.10	19271	9		
5101	608	05.10.10	19257	8.6		
5102	106	06.10.10	19288	17.8		
5103	560	06.10.10	19285	42.7		
5104	1567	06.10.10	19284	14.8		
5105	1243	06.10.10	19280	18.45		
5106	1987	07.10.10	19297	10.95		
5107	251	07.10.10	19295	27.9		
5108	13	07.10.10	19293	5		
5109	1339	07.10.10	19290	10.95		
5110	1988	07.10.10	19286	10.95		
5111	1090	08.10.10	19305	14.9		
5112	671	08.10.10	19308	7		
5113	1656	08.10.10	19306	13.9		
5114	1989	08.10.10	19300	20.3		
5115	1990	08.10.10	19299	13.9		
5116	356	08.10.10	19298	45.8		
5117	1991	08.10.10	19291	43.35		
5118	1992	08.10.10	19277	34.75		
5119	1456	11.10.10	19307	5		
5120	373	11.10.10	10302	13.9		
5121	1841	12.10.10	19313	8.9		
5122	1641	12.10.10	19312	10.95		
5123	959	12.10.10	19310	20		
5124	1993	12.10.10	19309	18		
5125	236	13.10.10	19330	3.5		
5126	273	13.10.10	19321	32.8		
5127	1994	13.10.10	19320	21.9		
5128	809	13.10.10	19319	14		
5129	1995	13.10.10		10.95		
5130	1254	13.10.10	19314	11.9		
5131	1996	13.10.10	19292	8.5		
5132	1737	14.10.10	19346	5		
5133	1406	14.10.10	19337	10.95		
5134	188	14.10.10	19336	6		
5135	1741	14.10.10	19333	21.9		
5136	174	14.10.10	19332	30.8		
5137	930	14.10.10	19331	4		
5138	1340	14.10.10	19329	8		
5139	786	14.10.10	19328	14.8		
5140	1812	14.10.10	19326	21.9		
5141	94	14.10.10	19325	14.95		
5142	379	14.10.10	19323	19.9		
5143	1997	14.10.10	19318	2		
5144	1998	14.10.10	19316	10.3		
5145	608	14.10.10	19303	6		
5146	127	18.10.10	19339	10.95		
5147	874	18.10.10	19338	10.95		
5148	1489	18.10.10	19335	4.5		
5149	1999	18.10.10	19327	13.9		
5150	2000	18.10.10	19322	13.4		
5151	2001	18.10.10	19311	17.9		
5152	1926	18.10.10	19304	21.9		
5153	1630	18.10.10	19289	28.5		
5154	1231	19.10.10	19366	9.25		
5155	2002	19.10.10	19345	12.5		
5156	22	19.10.10	19343	8.9		
5157	1634	19.10.10	19340	13.8		
5158	2003	20.10.10	19381	9		
5159	835	20.10.10	19373	9.5		
5160	1137	20.10.10	19358	28.95		
5161	1682	20.10.10	19354	10.95		
5162	462	20.10.10	19352	13.95		
5163	181	20.10.10	19347	10		
5164	702	20.10.10	19344	10.95		
5165	358	21.10.10	19378	3		
5166	2004	21.10.10	19368	9.5		
5167	941	21.10.10	19363	22.4		
5168	2005	21.10.10	19362	13.95		
5169	2006	21.10.10	19361	13.9		
5170	1583	21.10.10	19360	10		
5171	2007	21.10.10	19357	11		
5172	1998	21.10.10	19353	29.6		
5173	1524	22.10.10	19379	10.95		
5174	464	22.10.10	19376	13.9		
5175	1108	22.10.10	19372	15		
5176	2008	22.10.10	19370	10.95		
5177	2009	22.10.10	19356	14		
5178	2010	25.10.10	19383	14.8		
5179	462	25.10.10	19382	10		
5180	2011	25.10.10	19374	16.9		
5181	631	25.10.10	19334	6		
5182	947	26.10.10	19384	32.9		
5183	2012	26.10.10	19380	10.95		
5184	1489	26.10.10	19377	9.8		
5185	1489	26.10.10	19365	9		
5186	99	26.10.10	19359	13.9		
5187	667	26.10.10	19349	29.7		
5188	923	27.10.10	19402	4		
5189	2013	27.10.10	19396	10.95		
5191	1695	27.10.10	19390	10		
5192	353	27.10.10	19388	23.7		
5193	507	27.10.10	19387	23.9		
5194	1849	27.10.10	19386	22.9		
5195	55	27.10.10	19385	21.9		
5196	408	28.10.10	19407	15		
5197	2014	28.10.10	19406	10.95		
5198	1958	28.10.10	19405	10.95		
5199	181	28.10.10	19400	15		
5200	284	28.10.10	19392	22.6		
5201	2015	28.10.10	19389	21.9		
5202	1630	28.10.10	19364	14.95		
5203	1969	29.10.10	19410	6		
5204	631	29.10.10	19408	5		
5205	1878	29.10.10	19404	36.4		
5206	1483	29.10.10	19401	34.4		
5207	273	29.10.10	19348	14.8		
5208	1967	01.11.10	19414	7.5		
5209	1617					
5210	817	01.11.10	19411	12.9		
5211	1452	01.11.10	19403	27.9		
5212	2016	01.11.10	19391	13.9		
5213	432	01.11.10	19375	12.95		
5214	1935	01.11.10	19350	4		
5215	1737	02.11.10	19421	10.95		
5216	672	02.11.10	19416	21.9		
5217	1488	02.11.10	19415	24.8		
5218	1966	02.11.10	19409	10		
5219	284	02.11.10	19399	22.9		
5220	1269	02.11.10	19398	64.2		
5221	204	03.11.10	19424	14.8		
5222	1989	03.11.10	19423	22.5		
5223	1415	03.11.10	19419	5		
5224	5	03.11.10	19418	20		
5225	344	03.11.10	19413	16.4		
5226	432	04.11.10	19429	10.95		
5227	653	04.11.10	19417	10.95		
5228	1930	05.11.10	19440	5		
5229	358	05.11.10	19437	16		
5230	2017	05.11.10	19433	10.95		
5231	356	05.11.10	19431	18.9		
5232	464	05.11.10	19430	6.5		
5233	671	05.11.10	19427	44.9		
5235	2019	05.11.10	19420	8		
5236	1488	08.11.10	19436	12		
5237	1840	08.11.10	19432	14.8		
5238	373	08.11.10	19428	11.9		
5239	2020	09.11.10	19421	2		
5240	1250	09.11.10	19444	22.9		
5241	986	09.11.10	19442	14.95		
5242	3	09.11.10	19439	10.95		
5243	173	10.11.10	19458	10.95		
5244	2021	25.03.11	19843	21.9		
5245	749	10.11.10	19446	21.9		
5246	2022	10.11.10	19443	13.9		
5247	2023	10.11.10	19438	13.95		
5248	2024	11.11.10	19456	12.9		
5249	2025	11.11.10	19455	14.7		
5250	79	11.11.10	19454	31.2		
5251	2026	11.11.10	19453	34.65		
5253	69	11.11.10	19448	13.9		
5254	131	11.11.10	19445	10.95		
5255	2	12.11.10	19471	23.65		
5256	463	12.11.10	19466	22.5		
5257	462	12.11.10	19464	10.95		
5258	1124	12.11.10	19463	10.95		
5259	1198	12.11.10	19462	6		
5260	2027	12.11.10	19461	6		
5261	582	12.11.10	19460	14.05		
5262	1569	12.11.10	19457	15.2		
5263	1630	12.11.10	19434	16.45		
5264	381	15.11.10	19472	22.9		
5265	1858	15.11.10	19459	15.9		
5266	2020	16.11.10	19480	8.5		
5267	462	16.11.10	19479	19.9		
5268	1992	16.11.10	19477	10.95		
5269	210	16.11.10	19470	10.95		
5270	2022	16.11.10	19469	18.9		
5271	786	16.11.10	19467	15.9		
5272	181	18.11.10	19478	11.95		
5273	520	18.11.10	19476	45.7		
5274	2028	18.11.10	19475	78.4		
5275	2029	18.11.10	19474	14.8		
5276	1993	18.11.10	19468	22.05		
5277	1584	19.11.10	19489	5		
5278	442	25.10.10	19488	5		
5279	1749	19.11.10	19486	12		
5280	355	19.11.10	19485	41.7		
5281	477	19.11.10	19484	17.2		
5282	2030	19.11.10	19483	14.9		
5283	475	18.11.10	19482	26		
5284	1026	19.11.10	19441	12		
5285	1908	22.11.10	19481	14.8		
5286	1867	22.11.10	19449	13.2		
5287	1932	23.11.10	19501	5		
5288	2031	23.11.10	19500	37.7		
5289	93	23.11.10	19496	10.95		
5290	702	23.11.10	19490	29.9		
5291	804	24.11.10	19502	13.9		
5292	671	24.11.10	19499	27.6		
5293	477	24.11.10	19497	6		
5294	2032	24.11.10	19495	21.9		
5295	1599	24.11.10	19493	28.8		
5296	227	24.11.10	19491	13.9		
5297	994	25.11.10	19507	21.9		
5298	924	25.11.10	19498	79.9		
5299	143	30.11.10		49.95		"gekauft"
5300	1243	26.11.10	19615	22.5		
5301	44	26.11.10	19512	16.95		
5302	2033	26.11.10	19511	6.5		
5303	2034	26.11.10	19510	6		
5304	2035	26.11.10	19506	37		
5305	953	26.11.10	19505	23.6		
5306	998	26.11.10	19504	14.8		
5307	266	29.11.10	19514	27		
5308	2036	29.11.10	19513	14.8		
5309	1780	30.11.10	19527	14.5		
5310	193	30.11.10	19522	6		
5311	1802	30.11.10	19519	11.9		
5312	2037	30.11.10	19518	10.95		
5313	2038	30.11.10	19509	14.95		
5314	1336	30.11.10	19487	4		
5315	334	05.07.10	19003	9		
5316	2039	10.01.11		150		"gekauft"
5317	2040	01.12.10	19530	4.5		
5318	2033	01.12.10	19525	9		
5319	2041	01.12.10	19524	17		
5320	2042	02.12.10	19531	9		
5321	223	02.12.10	19528	7.5		
5322	899	02.12.10	19521	6		
5323	353	02.12.10	19517	22.75		
5324	723	03.12.10	19540	10.95		
5325	2043	03.12.10	19537	22		
5326	33	03.12.10	19533	14		
5327	556	06.12.10	19542	10.95		
5328	294	07.12.10	19539	15		
5329	2044	07.12.10	19536	16.8		
5330	702	07.12.10	19535	25.7		
5331	416	07.12.10	19529	22.45		
5332	1857	07.12.10	19516	14.8		
5333	146	08.12.10	19544	12		
5334	2045	08.12.10	19543	56.6		
5335	2046	09.12.10	19562	7.5		
5336	938	09.12.10	19552	10.95		
5337	1243	09.12.10	19546	10.95		
5338	173	09.12.10	19541	6.5		
5339	672	09.12.10	19538	47.4		
5340	2047	10.12.10	19559	8		
5341	2048	10.12.10	19554	14.9		
5342	1932	10.12.10	19553	6		
5343	436	10.12.10	19551	14.9		
5344	959	10.12.10	19549	13.9		
5345	461	10.12.10	19548	21.9		
5346	12	10.12.10	19547	39.7		
5347	643	10.12.10	19526	6		
5348	1771	13.12.10	19568	21.95		
5349	2049	13.12.10	19560	8		
5350	1336	13.12.10	19534	1.5		
5351	93	14.12.10	19561	12.95		
5352	35	14.12.10	19558	7.5		
5353	883	14.12.10	19556	23.8		
5354	977	15.12.10	19565	27		
5355	315	15.12.10	19550	13.4		
5356	2050	16.12.10	19570	10.95		
5357	2051	16.12.10	19564	11.5		
5358	670	17.12.10	19571	24.6		
5359	2052	17.12.10	19567	10		
5360	1174	17.12.10	19566	13		
5361	2053	20.12.10	19569	27.9		
5362	2050	21.12.10	19577	34.4		
5363	1384	21.12.10	19572	10.95		
5364	1574	22.12.10	19580	7		
5365	2054	22.12.10	19575	20.8		
5366	1181	23.12.10	19586	15		
5367	983	23.12.10	19584	7.5		
5368	1583	23.12.10	19581	11.8		
5369	2055	23.12.10	19579	24.8		
5370	24	23.12.10	19576	20.5		
5371	174	27.12.10	19578	17.8		
5372	99	27.12.10	19573	19.6		
5373	2056	28.12.10	19582	21.9		
5374	2057	29.12.10	19588	10.95		
5375	1872	29.12.10	19587	4.5		
5376	2058	29.12.10	19557	27.7		
5377	2059	29.12.10	19650	12.8		
5378	994	30.12.10	19597	9.5		
5379	2060	30.12.10	19593	24.45		
5380	2061	30.12.10	19592	23.45		
5381	1672	30.12.10	19590	21.9		
5382	1858	03.01.11	19583	17.45		
5383	131	05.01.11	19600	11.5		
5384	1026	05.01.11	19503	9.8		
5385	2062	06.01.11	19601	7.95		
5386	2063	06.01.11	19594	10.95		
5387	1026	06.01.11	19607	8.3		
5388	1290	06.01.11	19606	9.5		
5389	1140	06.01.11	19604	15.9		
5390	684	06.01.11	19503	10.95		
5391	29	06.01.11	19599	13.85		
5392	1854	06.01.11	19595	21.95		
5393	2064	10.01.11	19613	4.5		
5394	146	10.01.11	19608	12		
5395	251	10.01.11	19596	51.85		
5396	2065	11.01.11	19602	18		
5397	1445	11.01.11	19691	10		
5398	1063	11.01.11	19589	8		
5399	2066	13.01.11	19635	10		
5400	473	13.01.11	19620	13.95		
5401	1532	13.01.11	19619	13.9		
5402	1058	13.01.11	19618	4.5		
5403	2067	13.01.11	19614	6.5		
5404	2068	13.01.11	19610	25.8		
5405	46	13.01.11	19609	10.95		
5406	2069	10.01.11	19638	10		
5407	320	14.01.11	19634	10.95		
5408	947	14.01.11	19632	10.95		
5409	1022	14.01.11	19623	13.9		
5410	2070	14.01.11	19622	12		
5411	1259	14.01.11	19621	8.5		
5412	631	14.01.11	19617	5		
5413	10	14.01.11	19615	23.8		
5414	1300	14.01.11	19612	21.9		
5415	94	17.01.11	19627	30.45		
5416	38	18.01.11	19640	7		
5417	608	18.01.11	19633	18.9		
5418	582	18.01.11	19625	8.9		
5419	463	19.01.11	19639	10		
5420	1513	19.01.11	19637	10.95		
5421	1612	19.01.11	19636	21.9		
5422	994	19.01.11	19628	5		
5423	356	19.01.11	19626	14.9		
5424	2071	20.01.11	19643	10.95		
5425	176	20.01.11	19642	10.95		
5426	2072	20.01.11	19629	10		
5427	2073	06.01.11	19598	74.85		
5428	1140	21.01.11	19653	13.9		
5429	1840	21.01.11	19561	27.8		
5430	1069	21.01.11	19648	19.95		
5431	1680	21.01.11	19647	10.95		
5432	1892	21.01.11	19645	10.95		
5433	1889	21.01.11	19644	15		
5434	516	21.01.11	19630	15		
5435	462	21.01.11	19616	10		
5436	811	24.01.11	19646	13.95		
5437	1872	25.01.11	19660	6.5		
5438	2074	26.01.11	19659	9.5		
5439	2075	26.01.11	19652	60		
5440	384	26.01.11	19641	15.7		
5441	1881	27.01.11	19667	32.85		
5442	647	27.01.11	19665	10.95		
5443	2076	27.01.11	19664	33.9		
5444	1970	27.01.11	19661	10.95		
5445	176	27.01.11	19658	12.9		
5446	2077	27.01.11	19655	10		
5447	447	27.01.11	19666	44.45		
5448	609	27.01.11	14686	23.5		
5449	1415	28.01.11	19678	10.95		
5450	1899	28.01.11	19675	8.6		
5451	1286	28.01.11	19674	10		
5452	2078	28.01.11	19672	21.9		
5453	741	28.01.11	19671	10.95		
5454	2079	28.01.11	19668	14.8		
5455	455	31.01.11	19677	16.95		
5456	1872	31.01.11	19676	9.5		
5457	266	31.01.11	19574	22.5		
5458	1390	31.01.11	19670	21.9		
5459	2080	31.01.11	19669	17		
5460	516	31.01.11	19663	10.95		
5461	2081	31.01.11	19662	10.95		
5462	1871	02.02.11		69.95		"gekauft"
5463	24	01.02.11	19681	14.8		
5464	652	02.02.11	19685	13.95		
5465	1108	02.02.11	19684	12		
5466	1103	03.02.11	19687	16.5		
5467	941	04.02.11	19697	10.95		
5468	2082	04.02.11	19690	10.95		
5469	2083	04.02.11	29689	16.5		
5470	2084	04.02.11	19688	16		
5471	1090	04.02.11	19682	17.8		
5472	340	07.02.11	19691	9.9		
5473	1882	07.02.11	19708	5		
5474	704	08.02.11	19696	8		
5475	847	08.02.11	19695	8.5		
5476	2	08.02.11	19693	10		
5477	372	08.02.11	19692	11.95		
5478	1966	08.02.11	19679	18.5		
5479	264	09.02.11	29701	13.9		
5480	187	09.02.11	19700	13.9		
5481	2085	21.05.15	24713	10.95		
5482	92	09.02.11	19694	12.9		
5483	1819	10.02.11	19717	14		
5484	2086	10.02.11	19712	23.1		
5485	1987	10.02.11	19707	7		
5486	270	10.02.11	19702	6.5		
5487	23	10.02.11	19698	38.85		
5488	2087	11.02.11	19725	6.5		
5489	1452	11.02.11	19718	14.5		
5490	2088	11.02.11	19716	9.95		
5491	2089	11.02.11	19715	34.8		
5492	246	11.02.11	19713	6.8		
5493	455	11.02.11	19711	10		
5494	1695	11.02.11	19710	10		
5495	1425	11.02.11	19706	14.2		
5496	949	11.02.11	19705	8		
5497	2090	11.02.11	19704	8.9		
5498	462	11.02.11	19703	25.45		
5499	1875	14.02.11	19714	26.7		
5500	2091	15.02.11	19722	10.95		
5501	899	15.02.11	19720	24.9		
5502	647	15.02.11	19731	10.95		
5503	1474	16.02.11	19733	14.95		
5504	865	16.02.11	19730	24.8		
5505	372	16.02.11	19729	10.95		
5506	1377	16.02.11	19728	19		
5507	194	16.02.11	19727	6		
5508	2092	16.02.11	19726	10.95		
5509	1783	16.02.11	19724	21.9		
5510	2093	16.02.11	19709	7		
5511	1790	15.02.11	19683	10.95		
5512	2094	17.02.11	19732	6		
5513	702	17.02.11	19735	21.9		
5514	650	17.02.11	19734	12.95		
5515	1631	10.10.10	19269	41.9		
5516	1631	10.11.10	19450	21.9		
5517	425	18.02.11	19743	15		
5518	442	18.02.11	19742	11.5		
5519	388	18.02.11	19739	13.95		
5520	391	18.02.11	19737	13.95		
5521	51	18.02.11	19736	21.9		
5522	133	21.02.11	19744	24.45		
5523	2095	22.02.11	19741	8.9		
5524	355	23.02.11	19751	10.95		
5525	1342	23.02.11	19748	6		
5526	908	23.02.11	19746	10.95		
5527	1084	23.02.11	19745	15.8		
5528	672	23.02.11	19740	21.9		
5529	1547	24.02.11	19755	7.5		
5530	1009	24.02.11	19753	21.9		
5531	1985	24.02.11	19752	21.9		
5532	797	24.02.11	19750	18.8		
5533	2096	25.02.11	19761	22.9		
5534	11	25.02.11	19758	23.9		
5535	2097	25.02.11	19754	10		
5536	2098	25.02.11	19749	23.4		
5537	1814	28.02.11	19763	5		
5538	2057	28.02.11	19759	10.95		
5539	1490	28.02.11	19757	5		
5540	2099	28.02.11	19738	23.9		
5541	864	01.03.11	19762	9		
5542	1987	02.03.11	19764	22.9		
5543	1599	02.03.11	19760	20.8		
5544	1228	03.03.11	17771	7.9		
5545	682	03.03.11	19768	10.95		
5546	1067	03.03.11	19767	13.95		
5547	1302	03.03.11	19765	10.95		
5548	2100	03.03.11	19723	13.9		
5549	1392	11.03.11		39.95		"gekauft"
5550	2101	04.03.11	19770	28.2		
5551	206	04.03.11	19769	19.1		
5552	2080	04.03.11	19756	17		
5553	402	07.03.11	19787	18.5		
5554	191	07.03.11	19784	6		
5555	1271	07.03.11	19778	8.6		
5556	1969	07.03.11	19777	10.95		
5557	2102	07.03.11	19776	10.95		
5558	2069	08.03.11	19788	6		
5559	847	08.03.11	19786	6		
5560	1384	08.03.11	19783	4		
5561	425	08.03.11	19775	24.5		
5562	1218	09.03.11	19779	32.3		
5563	871	09.03.11	19774	36.8		
5564	2103	10.03.11	19789	10.95		
5565	2049	11.03.11	19797	10.95		
5566	1326	11.03.11	19796	10.95		
5567	1266	11.03.11	19795	21.9		
5568	1882	11.03.11	19794	10.95		
5569	2104	11.03.11	19792	14.9		
5570	2105	11.03.11	19790	20		
5571	2106	11.03.11	19782	51.9		
5572	1407	11.03.11	19781	8		
5573	2039	11.03.11	19766	6.5		
5574	2107	02.03.11		78.95		"gekauft"
5575	462	14.03.11	19800	33.45		
5576	1367	15.03.11	19801	10.95		
5577	1245	15.03.11	19798	46.9		
5578	1980	16.03.11	19812	10		
5579	1243	16.03.11	19804	6		
5580	1882	16.03.11	19802	3		
5581	1364	16.03.11	19799	21.9		
5582	594	16.03.11	19793	7		
5583	1711	17.03.11	19815	20		
5584	2108	18.03.11	19816	29.9		
5586	11	18.03.11	19808	22.4		
5587	462	18.03.11	19811	3		
5588	1531	21.03.11	19814	13.9		
5589	403	21.03.11	19805	23.3		
5590	2109	22.03.11	19832	13.8		
5591	2110	22.03.11	19830	18		
5592	2111	22.03.11	19829	10.95		
5593	337	22.03.11	19822	10.95		
5594	624	22.03.11	19813	5		
5595	131	22.03.11	19803	24.45		
5596	10	23.03.11	19833	21.9		
5597	1522	23.03.11	19826	18.9		
5598	1783	23.03.11	19825	15		
5599	356	23.03.11	19823	31.8		
5600	1921	23.03.11	19821	24.2		
5601	1966	23.03.11	19809	30.9		
5602	507	24.03.11	19837	10		
5603	1098	24.03.11	19831	10.95		
5604	1342	24.03.11	19827	24.9		
5605	1026	24.03.11	19817	13.9		
5606	162	25.03.11	19850	2.5		
5607	12	25.03.11	19848	7.9		
5608	1137	25.03.11	19847	10.95		
5609	847	25.03.11	19846	3		
5610	833	25.03.11	19841	20		
5611	1575	25.03.11	19840	15		
5612	465	25.03.11	19839	22		
5613	150	25.03.11	19836	10.95		
5614	2108	25.03.11	19834	13.9		
5615	2112	25.03.11	19820	6		
5616	1840	25.03.11	19819	32.95		
5617	876	28.03.11	19849	10.95		
5618	1783	29.03.11	19851	25.8		
5619	1007	29.03.11	19842	21.3		
5620	462	30.03.11	19865	18.25		
5621	2113	30.03.11	19864	10		
5622	370	30.03.11	19863	13.9		
5623	2114	30.03.11	19861	20.9		
5624	1188	30.03.11	19858	14.8		
5625	1227	30.03.11	19857	13.95		
5626	2115	30.03.11	19855	12.9		
5627	923	30.03.11	19854	13.8		
5628	2116	31.03.11	19887	5		
5629	2117	31.03.11	19884	4		
5630	1079	31.03.11	19874	2.5		
5631	379	31.03.11	19870	10.95		
5632	337	31.03.11	19869	13.9		
5633	2108	18.03.11	19862	20.9		
5634	2118	31.03.11	19859	10.95		
5635	1430	01.04.11	19883	11.3		
5636	1987	01.04.11	19878	6		
5637	1271	01.04.11	19877	11.5		
5638	2071	01.04.11	19872	6		
5639	1840	01.04.11	19866	8		
5640	432	01.04.11	19845	26.9		
5641	1243	04.04.11	19882	17.9		
5642	1182	04.04.11	19875	14.9		
5643	59	04.04.11	19873	11.5		
5644	27	04.04.11	19844	25.9		
5645	266	05.04.11	19891	39.3		
5646	334	05.04.11	19886	15.95		
5647	844	05.04.11	19881	13.9		
5648	1599	05.04.11	19880	11		
5649	2119	05.04.11	19876	69.6		
5650	46	05.04.11	19871	21.9		
5651	1438	05.04.11	19856	10.95		
5652	2079	06.04.11	20030	10.95		
5653	2120	06.04.11	19893	22.5		
5654	1697	06.04.11	19888	15.8		
5655	2121	06.04.11	19853	52.25	"Rock"	
5656	2122	06.04.11	19824	18		
5657	2123	07.04.11	19895	14.8		
5658	1583	07.04.11	19892	10.95		
5659	356	07.04.11	19852	39.8		
5660	1980	11.05.11		69.95		"gekauft"
5661	977	07.04.11	19835	7.5		
5662	543	08.04.11	20045	11.8		
5663	1974	08.04.11	20039	10.95		
5664	2	08.04.11	20038	21.9		
5665	846	08.04.11	20037	14.95		
5666	2029	08.04.11	20036	16.95		
5667	1342	08.04.11	20034	10.95		
5668	376	08.04.11	20033	13.9		
5669	1839	08.04.11	20032	6		
5670	1247	08.04.11	20031	9.9		
5671	671	08.04.11	19898	189.5	"Hosen"	
5672	887	11.04.11	20055	4.5		
5673	2124	11.04.11	20049	8		
5674	2125	11.04.11	20043	10.95		
5675	2119	11.04.11	20035	14.9		
5676	1545	11.04.11	19899	15		
5677	462	12.04.11	20062	29.2		
5678	2126	12.04.11	20052	10.95		
5679	748	12.04.11	20046	10.95		
5680	464	12.04.11	20044	21.9		
5681	1475	12.04.11	20041	19.85		
5682	399	12.04.11	20040	15.8		
5683	2127	12.04.11	19879	22.5		
5684	2128	13.04.11	20057	13.9		
5685	1889	13.04.11	20056	6.5		
5686	2074	13.04.11	20051	9		
5687	2129	14.04.11	20071	10.95		
5688	1985	14.04.11	20067	10.95		
5689	1755	14.04.11	20063	9.8		
5690	270	14.04.11	20061	28.05		
5691	2130	14.04.11	20058	22.5		
5692	1811	14.04.11	20054	19.8		
5693	2122	14.04.11	20050	10		
5694	2131	14.04.11	20042	25		
5695	1305	15.04.11	20084	6		
5696	1814	15.04.11	20081	5		
5697	1098	15.04.11	20080	21.9		
5698	462	15.04.11	20079	23.95		
5699	986	15.04.11	20077	11.95		
5700	636	15.04.11	20076	10.95		
5701	1876	15.04.11	20072	11.5		
5702	1058	15.04.11	20069	6		
5703	1480	15.04.11	20068	10		
5704	659	15.04.11	20066	33		
5705	1113	15.04.11	20065	10.95		
5706	1475	15.04.11	20060	17		
5707	273	15.04.11	20047	15		
5708	439	03.06.11		80		"gekauft"
5709	319	15.04.11	20064	68.9		
5710	2132	18.04.11	20074	34.8		
5711	356	18.04.11	20053	10		
5712	2133	18.04.11	19773	24.5		
5713	888	19.04.11	20085	13.9		
5714	33	19.04.11	20083	17.5		
5715	1688	19.04.11	20078	19.5		
5716	1181	19.04.11	20059	11.5		
5717	522	20.04.11	19896	56.85	"Rock"	
5718	455	20.04.11	20090	22.5		
5719	844	20.04.11	20089	11.95		
5720	382	20.04.11	20088	7		
5721	2120	21.04.11	20102	30		
5722	2134	21.04.11	20095	28.75		
5723	1021	21.04.11	20093	4		
5724	1575	21.04.11	20091	13.9		
5725	659	21.04.11	20087	19.25		
5726	261	21.04.11	20086	11.95		
5727	55	21.04.11	20075	50.3		
5728	2135	26.04.11	20101	25.95		
5729	461	26.04.11	20100	10.95		
5730	1198	28.04.11	20070	36.8		
5731	1988	29.04.11	20113	10.95		
5732	1980	29.04.11	20112	10.95		
5733	94	29.04.11	20111	11.9		
5734	1854	29.04.11	20110	65.7		
5735	1967	29.04.11	20104	14.8		
5736	2048	02.05.11	20118	10.95		
5737	2124	02.05.11	20114	7		
5738	1475	02.05.11	20107	29.5		
5739	193	02.05.11	20106	13.95		
5740	442	02.05.11	20103	31.9		
5741	2069	02.05.11	20096	15		
5742	850	02.05.11	20092	15.9		
5743	2136	03.05.11	20123	12		
5744	1111	03.03.11	20122	10.95		
5745	2137	03.05.11	20121	20		
5746	62	03.05.11	20115	11.95		
5747	94	04.05.11	20131	11.95		
5748	1218	04.05.11	20126	5		
5749	2138	02.05.11	20105	21.9		
5750	2139	05.05.11	20130	12.5		
5751	428	05.05.11	20129	13.9		
5752	1243	05.05.11	20128	30		
5753	930	05.05.11	20125	19.8		
5754	1108	06.05.11	20139	13.9		
5755	1630	06.05.11	20135	55.85		
5756	223	06.06.11	20132	17		
5757	1937	06.05.11	20119	10.95		
5758	12	10.05.11	20143	14.5		
5759	608	10.05.11	20138	5		
5760	442	10.05.11	20133	5		
5761	702	10.05.11	20124	10.95		
5762	380	11.05.11	20142	7.8		
5763	432	11.05.11	20137	10.95		
5764	5	11.05.11	20134	9.95		
5765	2140	12.05.11	20158	11.5		
5766	2141	12.05.11	20153	10.95		
5767	1634	12.05.11	20150	8.9		
5768	2142	12.05.11	20149	21.9		
5769	2110	12.05.11	20148	10		
5770	2138	12.05.11	20140	25.75		
5771	2143	13.05.11	20161	19.55		
5772	893	13.05.11	20160	9		
5773	823	13.05.11	20156	23.9		
5774	1342	13.05.11	20152	10		
5775	675	13.05.11	20151	11.5		
5776	2144	13.05.11	20145	15		
5777	1317	13.05.11	20117	5		
5778	1191	16.05.11	20154	12.4		
5779	1318	16.05.11	20147	5.5		
5780	1227	17.05.11	20167	21.9		
5781	2145	18.05.11	20193	8.9		
5782	33	18.05.11	20180	8.9		
5783	957	18.05.11	20169	10.95		
5784	2146	18.05.11	20168	10.95		
5785	1469	18.05.11	20166	8.6		
5786	2147	18.05.11	20155	15.4		
5787	1980	18.05.11	20162	15		
5788	2039	02.05.11		50		"gekauft"
5789	2148	19.05.11	20179	9		
5790	34	19.05.11	20185	13.9		
5791	1198	19.05.11	20184	23.85		
5792	1951	19.05.11	20183	7		
5793	34	19.05.11	20175	22.45		
5794	2149	19.05.11	20173	14.8		
5795	516	19.05.11	20171	18.9		
5796	602	19.05.11	20165	13.95		
5797	208	19.05.11	20163	21.9		
5798	2150	20.05.11	20198	10.95		
5799	1129	20.05.11	20196	10.95		
5800	2151	20.05.11	20192	9.9		
5801	2152	20.05.11	20189	7		
5802	3	20.05.11	20186	10.95		
5803	2128	20.05.11	20177	56.9		
5804	2091	27.05.11	20207	34.85		
5805	1695	23.05.11	20201	3		
5806	2077	23.05.11	20194	24.9		
5807	2153	23.05.11	20178	10.95		
5808	2154	24.05.11	20197	14.8		
5809	629	24.05.11	20195	21.95		
5810	1211	24.05.11	20182	19.9		
5811	2078	24.05.11	20157	6		
5812	896	25.05.11	20214	10.95		
5813	948	25.05.11	20203	21.9		
5814	358	25.05.11	20188	11.5		
5815	1041	25.05.11	20187	19.9		
5816	2077	26.05.11	20220	18.5		
5817	2155	26.05.11	20200	32.9		
5818	12	26.05.11	20216	9.8		
5819	904	26.05.11	20215	10.95		
5820	500	26.05.11	20212	40.9		
5821	923	26.05.11	20211	4		
5822	2077	26.05.11	20210	23.9		
5823	1750	26.05.11	20209	15.2		
5824	1981	26.05.11	20206	10.95		
5825	2156	26.05.11	20202	10		
5826	698	26.05.11	20144	14.8		
5827	2057	27.05.11	20228	10.95		
5828	526	27.05.11	20225	21.8		
5829	2157	27.05.11	20224	13.9		
5830	683	27.05.11	20223	10.95		
5831	2158	27.05.11	20219	12		
